"hum","AAL",60.43,"2021-05-22 21:23:01"
"lux","AAL",12.5,"2021-05-22 21:23:02"
"awita","AAL",353,"2021-05-22 21:23:02"
"pressure","AAL",747.52,"2021-05-22 21:23:07"
"temp","AAL",19.37,"2021-05-22 21:23:08"
"hum","AAL",63.87,"2021-05-22 21:23:08"
"lux","AAL",40.83,"2021-05-22 21:23:08"
"awita","AAL",360,"2021-05-22 21:23:09"
"pressure","AAL",747.52,"2021-05-22 21:23:14"
"temp","AAL",19.7,"2021-05-22 21:23:14"
"hum","AAL",64.21,"2021-05-22 21:23:14"
"lux","AAL",40.83,"2021-05-22 21:23:15"
"awita","AAL",363,"2021-05-22 21:23:15"
"pressure","AAL",747.54,"2021-05-22 21:23:21"
"temp","AAL",19.84,"2021-05-22 21:23:21"
"hum","AAL",59.83,"2021-05-22 21:23:22"
"lux","AAL",104.17,"2021-05-22 21:23:22"
"awita","AAL",312,"2021-05-22 21:23:22"
"pressure","AAL",747.52,"2021-05-22 21:23:27"
"temp","AAL",19.95,"2021-05-22 21:23:27"
"hum","AAL",58.43,"2021-05-22 21:23:28"
"lux","AAL",108.33,"2021-05-22 21:23:28"
"awita","AAL",377,"2021-05-22 21:23:28"
"pressure","AAL",747.52,"2021-05-22 21:23:34"
"temp","AAL",20.01,"2021-05-22 21:23:35"
"hum","AAL",58.2,"2021-05-22 21:23:36"
"lux","AAL",104.17,"2021-05-22 21:23:36"
"awita","AAL",357,"2021-05-22 21:23:36"
"pressure","AAL",747.48,"2021-05-22 21:23:41"
"temp","AAL",20.09,"2021-05-22 21:23:41"
"hum","AAL",57.6,"2021-05-22 21:23:41"
"lux","AAL",203.33,"2021-05-22 21:23:41"
"awita","AAL",438,"2021-05-22 21:23:41"
"pressure","AAL",747.53,"2021-05-22 21:23:46"
"temp","AAL",20.13,"2021-05-22 21:23:46"
"hum","AAL",57.33,"2021-05-22 21:23:46"
"lux","AAL",246.67,"2021-05-22 21:23:46"
"awita","AAL",456,"2021-05-22 21:23:47"
"pressure","AAL",747.56,"2021-05-22 21:23:53"
"temp","AAL",20.17,"2021-05-22 21:23:53"
"hum","AAL",56.56,"2021-05-22 21:23:54"
"lux","AAL",238.33,"2021-05-22 21:23:54"
"awita","AAL",388,"2021-05-22 21:23:54"
"pressure","AAL",747.55,"2021-05-22 21:24:00"
"temp","AAL",20.18,"2021-05-22 21:24:00"
"hum","AAL",56.2,"2021-05-22 21:24:00"
"lux","AAL",237.5,"2021-05-22 21:24:00"
"awita","AAL",453,"2021-05-22 21:24:01"
"pressure","AAL",747.55,"2021-05-22 21:24:06"
"temp","AAL",20.18,"2021-05-22 21:24:06"
"hum","AAL",56.31,"2021-05-22 21:24:06"
"lux","AAL",236.67,"2021-05-22 21:24:06"
"awita","AAL",465,"2021-05-22 21:24:07"
"pressure","AAL",747.53,"2021-05-22 21:24:13"
"temp","AAL",20.16,"2021-05-22 21:24:14"
"hum","AAL",55.77,"2021-05-22 21:24:14"
"lux","AAL",236.67,"2021-05-22 21:24:14"
"awita","AAL",474,"2021-05-22 21:24:14"
"pressure","AAL",747.59,"2021-05-22 21:24:19"
"temp","AAL",20.16,"2021-05-22 21:24:20"
"hum","AAL",56.64,"2021-05-22 21:24:20"
"lux","AAL",39.17,"2021-05-22 21:24:20"
"awita","AAL",469,"2021-05-22 21:24:20"
"pressure","AAL",747.53,"2021-05-22 21:24:25"
"temp","AAL",20.1,"2021-05-22 21:24:25"
"hum","AAL",56.7,"2021-05-22 21:24:26"
"lux","AAL",42.5,"2021-05-22 21:24:26"
"awita","AAL",472,"2021-05-22 21:24:26"
"pressure","AAL",747.58,"2021-05-22 21:24:31"
"temp","AAL",20.04,"2021-05-22 21:24:32"
"hum","AAL",56.4,"2021-05-22 21:24:32"
"lux","AAL",35.83,"2021-05-22 21:24:32"
"awita","AAL",450,"2021-05-22 21:24:33"
"pressure","AAL",747.57,"2021-05-22 21:24:38"
"temp","AAL",19.99,"2021-05-22 21:24:39"
"hum","AAL",57.05,"2021-05-22 21:24:39"
"lux","AAL",42.5,"2021-05-22 21:24:39"
"awita","AAL",410,"2021-05-22 21:24:39"
"pressure","AAL",747.57,"2021-05-22 21:24:45"
"temp","AAL",19.91,"2021-05-22 21:24:46"
"hum","AAL",56.69,"2021-05-22 21:24:46"
"lux","AAL",40,"2021-05-22 21:24:46"
"awita","AAL",628,"2021-05-22 21:24:46"
"pressure","AAL",747.58,"2021-05-22 21:24:52"
"temp","AAL",19.9,"2021-05-22 21:24:52"
"hum","AAL",57.58,"2021-05-22 21:24:52"
"lux","AAL",38.33,"2021-05-22 21:24:52"
"awita","AAL",626,"2021-05-22 21:24:53"
"pressure","AAL",747.59,"2021-05-22 21:24:58"
"temp","AAL",19.9,"2021-05-22 21:24:59"
"hum","AAL",57.83,"2021-05-22 21:24:59"
"lux","AAL",31.67,"2021-05-22 21:24:59"
"awita","AAL",657,"2021-05-22 21:24:59"
"pressure","AAL",747.58,"2021-05-22 21:25:04"
"temp","AAL",19.86,"2021-05-22 21:25:04"
"hum","AAL",57.68,"2021-05-22 21:25:04"
"lux","AAL",32.5,"2021-05-22 21:25:05"
"awita","AAL",654,"2021-05-22 21:25:05"
"pressure","AAL",747.59,"2021-05-22 21:25:10"
"temp","AAL",19.85,"2021-05-22 21:25:10"
"hum","AAL",57.87,"2021-05-22 21:25:11"
"lux","AAL",38.33,"2021-05-22 21:25:11"
"awita","AAL",655,"2021-05-22 21:25:11"
"pressure","AAL",747.56,"2021-05-22 21:25:16"
"temp","AAL",19.84,"2021-05-22 21:25:16"
"hum","AAL",58.46,"2021-05-22 21:25:16"
"lux","AAL",39.17,"2021-05-22 21:25:16"
"awita","AAL",658,"2021-05-22 21:25:16"
"pressure","AAL",747.56,"2021-05-22 21:25:21"
"temp","AAL",19.8,"2021-05-22 21:25:22"
"hum","AAL",57.9,"2021-05-22 21:25:23"
"lux","AAL",31.67,"2021-05-22 21:25:23"
"awita","AAL",667,"2021-05-22 21:25:23"
"pressure","AAL",747.6,"2021-05-22 21:25:28"
"temp","AAL",19.74,"2021-05-22 21:25:28"
"hum","AAL",57.35,"2021-05-22 21:25:28"
"lux","AAL",14.17,"2021-05-22 21:25:28"
"awita","AAL",673,"2021-05-22 21:25:29"
"pressure","AAL",747.6,"2021-05-22 21:25:35"
"temp","AAL",19.7,"2021-05-22 21:25:36"
"hum","AAL",57.45,"2021-05-22 21:25:36"
"lux","AAL",10.83,"2021-05-22 21:25:36"
"awita","AAL",678,"2021-05-22 21:25:36"
"pressure","AAL",747.57,"2021-05-22 21:25:42"
"temp","AAL",19.63,"2021-05-22 21:25:42"
"hum","AAL",57.75,"2021-05-22 21:25:42"
"lux","AAL",10.83,"2021-05-22 21:25:42"
"awita","AAL",685,"2021-05-22 21:25:43"
"pressure","AAL",747.6,"2021-05-22 21:25:48"
"temp","AAL",19.59,"2021-05-22 21:25:48"
"hum","AAL",57.27,"2021-05-22 21:25:48"
"lux","AAL",23.33,"2021-05-22 21:25:48"
"awita","AAL",686,"2021-05-22 21:25:48"
"pressure","AAL",747.61,"2021-05-22 21:25:54"
"temp","AAL",19.52,"2021-05-22 21:25:54"
"hum","AAL",57.33,"2021-05-22 21:25:54"
"lux","AAL",20.83,"2021-05-22 21:25:54"
"awita","AAL",700,"2021-05-22 21:25:55"
"pressure","AAL",747.59,"2021-05-22 21:26:00"
"temp","AAL",19.46,"2021-05-22 21:26:00"
"hum","AAL",57.81,"2021-05-22 21:26:00"
"lux","AAL",20,"2021-05-22 21:26:00"
"awita","AAL",702,"2021-05-22 21:26:00"
"pressure","AAL",747.61,"2021-05-22 21:26:06"
"temp","AAL",19.38,"2021-05-22 21:26:06"
"hum","AAL",57.54,"2021-05-22 21:26:07"
"lux","AAL",23.33,"2021-05-22 21:26:07"
"awita","AAL",714,"2021-05-22 21:26:07"
"pressure","AAL",747.61,"2021-05-22 21:26:12"
"temp","AAL",19.35,"2021-05-22 21:26:13"
"hum","AAL",58.23,"2021-05-22 21:26:13"
"lux","AAL",22.5,"2021-05-22 21:26:13"
"awita","AAL",722,"2021-05-22 21:26:13"
"pressure","AAL",747.64,"2021-05-22 21:26:18"
"temp","AAL",19.3,"2021-05-22 21:26:18"
"hum","AAL",58.13,"2021-05-22 21:26:19"
"lux","AAL",18.33,"2021-05-22 21:26:20"
"awita","AAL",730,"2021-05-22 21:26:20"
"pressure","AAL",747.62,"2021-05-22 21:26:25"
"temp","AAL",19.25,"2021-05-22 21:26:25"
"hum","AAL",58.55,"2021-05-22 21:26:25"
"lux","AAL",17.5,"2021-05-22 21:26:26"
"awita","AAL",735,"2021-05-22 21:26:26"
"pressure","AAL",747.6,"2021-05-22 21:26:31"
"temp","AAL",19.24,"2021-05-22 21:26:31"
"hum","AAL",59.09,"2021-05-22 21:26:31"
"lux","AAL",19.17,"2021-05-22 21:26:31"
"awita","AAL",742,"2021-05-22 21:26:31"
"pressure","AAL",747.58,"2021-05-22 21:26:36"
"temp","AAL",19.17,"2021-05-22 21:26:37"
"hum","AAL",59,"2021-05-22 21:26:37"
"lux","AAL",17.5,"2021-05-22 21:26:37"
"awita","AAL",748,"2021-05-22 21:26:37"
"pressure","AAL",747.63,"2021-05-22 21:26:43"
"temp","AAL",19.16,"2021-05-22 21:26:44"
"hum","AAL",59.19,"2021-05-22 21:26:44"
"lux","AAL",13.33,"2021-05-22 21:26:44"
"awita","AAL",759,"2021-05-22 21:26:44"
"pressure","AAL",747.61,"2021-05-22 21:26:50"
"temp","AAL",19.18,"2021-05-22 21:26:50"
"hum","AAL",59.6,"2021-05-22 21:26:51"
"lux","AAL",14.17,"2021-05-22 21:26:51"
"awita","AAL",766,"2021-05-22 21:26:51"
"pressure","AAL",747.59,"2021-05-22 21:26:56"
"temp","AAL",19.17,"2021-05-22 21:26:56"
"hum","AAL",59.63,"2021-05-22 21:26:56"
"lux","AAL",13.33,"2021-05-22 21:26:57"
"awita","AAL",773,"2021-05-22 21:26:57"
"pressure","AAL",747.64,"2021-05-22 21:27:02"
"temp","AAL",19.17,"2021-05-22 21:27:02"
"hum","AAL",60.29,"2021-05-22 21:27:03"
"lux","AAL",25,"2021-05-22 21:27:03"
"awita","AAL",774,"2021-05-22 21:27:03"
"pressure","AAL",747.6,"2021-05-22 21:27:09"
"temp","AAL",19.17,"2021-05-22 21:27:10"
"hum","AAL",59.77,"2021-05-22 21:27:10"
"lux","AAL",18.33,"2021-05-22 21:27:10"
"awita","AAL",783,"2021-05-22 21:27:10"
"pressure","AAL",747.62,"2021-05-22 21:27:16"
"temp","AAL",19.15,"2021-05-22 21:27:16"
"hum","AAL",59.89,"2021-05-22 21:27:16"
"lux","AAL",16.67,"2021-05-22 21:27:16"
"awita","AAL",784,"2021-05-22 21:27:16"
"pressure","AAL",747.64,"2021-05-22 21:27:21"
"temp","AAL",19.13,"2021-05-22 21:27:22"
"hum","AAL",59.48,"2021-05-22 21:27:22"
"lux","AAL",11.67,"2021-05-22 21:27:22"
"awita","AAL",793,"2021-05-22 21:27:22"
"pressure","AAL",747.64,"2021-05-22 21:27:28"
"temp","AAL",19.21,"2021-05-22 21:27:28"
"hum","AAL",60.38,"2021-05-22 21:27:28"
"lux","AAL",6.67,"2021-05-22 21:27:28"
"awita","AAL",793,"2021-05-22 21:27:29"
"pressure","AAL",747.62,"2021-05-22 21:27:34"
"temp","AAL",19.35,"2021-05-22 21:27:35"
"hum","AAL",61.74,"2021-05-22 21:27:35"
"lux","AAL",5.83,"2021-05-22 21:27:35"
"awita","AAL",800,"2021-05-22 21:27:35"
"pressure","AAL",747.64,"2021-05-22 21:27:40"
"temp","AAL",19.48,"2021-05-22 21:27:41"
"hum","AAL",61.03,"2021-05-22 21:27:41"
"lux","AAL",15,"2021-05-22 21:27:42"
"awita","AAL",805,"2021-05-22 21:27:43"
"pressure","AAL",747.62,"2021-05-22 21:27:48"
"temp","AAL",19.63,"2021-05-22 21:27:48"
"hum","AAL",59.23,"2021-05-22 21:27:48"
"lux","AAL",14.17,"2021-05-22 21:27:48"
"awita","AAL",808,"2021-05-22 21:27:49"
pressure,AAL,755.51,2021-05-24 21:22:46
temp,AAL,24.50,2021-05-24 21:22:46
hum,AAL,57.50,2021-05-24 21:22:46
lux,AAL,75.00,2021-05-24 21:22:46
awita,AAL,1024.00,2021-05-24 21:22:47
pressure,AAL,755.54,2021-05-24 21:22:53
temp,AAL,24.50,2021-05-24 21:22:53
hum,AAL,57.98,2021-05-24 21:22:53
lux,AAL,74.17,2021-05-24 21:22:53
awita,AAL,1024.00,2021-05-24 21:22:53
pressure,AAL,755.52,2021-05-24 21:22:58
temp,AAL,24.52,2021-05-24 21:22:59
hum,AAL,59.35,2021-05-24 21:22:59
lux,AAL,74.17,2021-05-24 21:22:59
awita,AAL,1024.00,2021-05-24 21:22:59
pressure,AAL,755.51,2021-05-24 21:23:04
temp,AAL,24.52,2021-05-24 21:23:04
hum,AAL,59.00,2021-05-24 21:23:05
lux,AAL,73.33,2021-05-24 21:23:05
awita,AAL,1024.00,2021-05-24 21:23:05
pressure,AAL,755.52,2021-05-24 21:23:10
temp,AAL,24.52,2021-05-24 21:23:10
hum,AAL,58.06,2021-05-24 21:23:10
lux,AAL,73.33,2021-05-24 21:23:11
awita,AAL,1024.00,2021-05-24 21:23:11
pressure,AAL,755.54,2021-05-24 21:23:16
temp,AAL,24.51,2021-05-24 21:23:16
hum,AAL,58.12,2021-05-24 21:23:16
lux,AAL,75.83,2021-05-24 21:23:17
awita,AAL,1024.00,2021-05-24 21:23:17
pressure,AAL,755.53,2021-05-24 21:23:22
temp,AAL,24.51,2021-05-24 21:23:22
hum,AAL,58.45,2021-05-24 21:23:22
lux,AAL,76.67,2021-05-24 21:23:23
awita,AAL,1024.00,2021-05-24 21:23:23
pressure,AAL,755.51,2021-05-24 21:23:28
temp,AAL,24.50,2021-05-24 21:23:28
hum,AAL,58.68,2021-05-24 21:23:29
lux,AAL,74.17,2021-05-24 21:23:29
awita,AAL,1024.00,2021-05-24 21:23:29
pressure,AAL,755.55,2021-05-24 21:23:35
temp,AAL,24.50,2021-05-24 21:23:35
hum,AAL,58.09,2021-05-24 21:23:35
lux,AAL,72.50,2021-05-24 21:23:36
awita,AAL,1024.00,2021-05-24 21:23:36
pressure,AAL,755.53,2021-05-24 21:23:41
temp,AAL,24.49,2021-05-24 21:23:41
hum,AAL,57.81,2021-05-24 21:23:41
lux,AAL,75.83,2021-05-24 21:23:42
awita,AAL,1024.00,2021-05-24 21:23:42
pressure,AAL,755.58,2021-05-24 21:24:29
temp,AAL,24.55,2021-05-24 21:24:29
hum,AAL,57.72,2021-05-24 21:24:29
lux,AAL,74.17,2021-05-24 21:24:30
awita,AAL,1024.00,2021-05-24 21:24:30
pressure,AAL,755.58,2021-05-24 21:24:35
temp,AAL,24.56,2021-05-24 21:24:35
hum,AAL,59.24,2021-05-24 21:24:36
lux,AAL,74.17,2021-05-24 21:24:36
awita,AAL,1024.00,2021-05-24 21:24:37
pressure,AAL,755.59,2021-05-24 21:24:42
temp,AAL,24.56,2021-05-24 21:24:43
hum,AAL,58.11,2021-05-24 21:24:43
lux,AAL,73.33,2021-05-24 21:24:44
awita,AAL,1024.00,2021-05-24 21:24:44
pressure,AAL,755.56,2021-05-24 21:24:49
temp,AAL,24.56,2021-05-24 21:24:49
hum,AAL,57.67,2021-05-24 21:24:49
lux,AAL,74.17,2021-05-24 21:24:50
awita,AAL,1024.00,2021-05-24 21:24:50
pressure,AAL,755.56,2021-05-24 21:24:55
temp,AAL,24.56,2021-05-24 21:24:55
hum,AAL,58.02,2021-05-24 21:24:55
lux,AAL,80.83,2021-05-24 21:24:55
awita,AAL,1024.00,2021-05-24 21:24:55
pressure,AAL,755.58,2021-05-24 21:25:01
temp,AAL,24.55,2021-05-24 21:25:01
hum,AAL,58.04,2021-05-24 21:25:01
lux,AAL,75.83,2021-05-24 21:25:01
awita,AAL,1024.00,2021-05-24 21:25:01
pressure,AAL,755.57,2021-05-24 21:25:07
temp,AAL,24.54,2021-05-24 21:25:07
hum,AAL,58.05,2021-05-24 21:25:07
lux,AAL,71.67,2021-05-24 21:25:08
awita,AAL,1024.00,2021-05-24 21:25:08
pressure,AAL,755.55,2021-05-24 21:25:13
temp,AAL,24.53,2021-05-24 21:25:13
hum,AAL,57.54,2021-05-24 21:25:13
lux,AAL,73.33,2021-05-24 21:25:13
awita,AAL,1024.00,2021-05-24 21:25:14
pressure,AAL,755.56,2021-05-24 21:25:19
temp,AAL,24.52,2021-05-24 21:25:19
hum,AAL,57.89,2021-05-24 21:25:19
lux,AAL,72.50,2021-05-24 21:25:19
awita,AAL,1024.00,2021-05-24 21:25:19
pressure,AAL,755.55,2021-05-24 21:25:24
temp,AAL,24.52,2021-05-24 21:25:24
hum,AAL,57.87,2021-05-24 21:25:24
lux,AAL,72.50,2021-05-24 21:25:24
awita,AAL,1024.00,2021-05-24 21:25:24
pressure,AAL,755.54,2021-05-24 21:25:29
temp,AAL,24.52,2021-05-24 21:25:29
hum,AAL,57.88,2021-05-24 21:25:29
lux,AAL,72.50,2021-05-24 21:25:30
awita,AAL,1024.00,2021-05-24 21:25:30
pressure,AAL,755.58,2021-05-24 21:25:35
temp,AAL,24.51,2021-05-24 21:25:35
hum,AAL,57.74,2021-05-24 21:25:35
lux,AAL,70.00,2021-05-24 21:25:35
awita,AAL,1024.00,2021-05-24 21:25:35
pressure,AAL,755.58,2021-05-24 21:25:41
temp,AAL,24.52,2021-05-24 21:25:41
hum,AAL,57.66,2021-05-24 21:25:41
lux,AAL,70.83,2021-05-24 21:25:41
awita,AAL,1024.00,2021-05-24 21:25:41
pressure,AAL,755.55,2021-05-24 21:25:47
temp,AAL,24.50,2021-05-24 21:25:47
hum,AAL,57.60,2021-05-24 21:25:47
lux,AAL,70.00,2021-05-24 21:25:47
awita,AAL,1024.00,2021-05-24 21:25:47
pressure,AAL,755.53,2021-05-24 21:25:53
temp,AAL,24.50,2021-05-24 21:25:53
hum,AAL,57.48,2021-05-24 21:25:53
lux,AAL,71.67,2021-05-24 21:25:53
awita,AAL,1024.00,2021-05-24 21:25:53
pressure,AAL,755.56,2021-05-24 21:25:58
temp,AAL,24.50,2021-05-24 21:25:58
hum,AAL,57.55,2021-05-24 21:25:59
lux,AAL,77.50,2021-05-24 21:25:59
awita,AAL,1024.00,2021-05-24 21:25:59
pressure,AAL,755.59,2021-05-24 21:26:05
temp,AAL,24.50,2021-05-24 21:26:05
hum,AAL,58.90,2021-05-24 21:26:05
lux,AAL,79.17,2021-05-24 21:26:05
awita,AAL,1024.00,2021-05-24 21:26:05
pressure,AAL,755.59,2021-05-24 21:26:10
temp,AAL,24.50,2021-05-24 21:26:10
hum,AAL,58.66,2021-05-24 21:26:11
lux,AAL,80.00,2021-05-24 21:26:11
awita,AAL,1024.00,2021-05-24 21:26:11
pressure,AAL,755.60,2021-05-24 21:26:16
temp,AAL,24.51,2021-05-24 21:26:16
hum,AAL,59.06,2021-05-24 21:26:16
lux,AAL,73.33,2021-05-24 21:26:16
awita,AAL,1024.00,2021-05-24 21:26:16
pressure,AAL,755.59,2021-05-24 21:26:22
temp,AAL,24.50,2021-05-24 21:26:23
hum,AAL,57.92,2021-05-24 21:26:23
lux,AAL,75.00,2021-05-24 21:26:23
awita,AAL,1024.00,2021-05-24 21:26:24
pressure,AAL,755.56,2021-05-24 21:26:29
temp,AAL,24.50,2021-05-24 21:26:29
hum,AAL,57.69,2021-05-24 21:26:29
lux,AAL,74.17,2021-05-24 21:26:29
awita,AAL,1024.00,2021-05-24 21:26:29
pressure,AAL,755.60,2021-05-24 21:26:34
temp,AAL,24.49,2021-05-24 21:26:34
hum,AAL,57.55,2021-05-24 21:26:35
lux,AAL,75.83,2021-05-24 21:26:35
awita,AAL,1024.00,2021-05-24 21:26:35
pressure,AAL,755.62,2021-05-24 21:26:40
temp,AAL,24.49,2021-05-24 21:26:40
hum,AAL,57.62,2021-05-24 21:26:41
lux,AAL,75.00,2021-05-24 21:26:41
awita,AAL,1024.00,2021-05-24 21:26:41
pressure,AAL,755.59,2021-05-24 21:26:46
temp,AAL,24.49,2021-05-24 21:26:46
hum,AAL,57.52,2021-05-24 21:26:46
lux,AAL,76.67,2021-05-24 21:26:46
awita,AAL,1024.00,2021-05-24 21:26:47
pressure,AAL,755.60,2021-05-24 21:26:53
temp,AAL,24.49,2021-05-24 21:26:53
hum,AAL,57.49,2021-05-24 21:26:53
lux,AAL,73.33,2021-05-24 21:26:53
awita,AAL,1024.00,2021-05-24 21:26:54
pressure,AAL,755.59,2021-05-24 21:26:59
temp,AAL,24.48,2021-05-24 21:26:59
hum,AAL,57.33,2021-05-24 21:26:59
lux,AAL,75.00,2021-05-24 21:27:00
awita,AAL,1024.00,2021-05-24 21:27:00
pressure,AAL,755.60,2021-05-24 21:27:05
temp,AAL,24.48,2021-05-24 21:27:05
hum,AAL,57.89,2021-05-24 21:27:05
lux,AAL,75.00,2021-05-24 21:27:05
awita,AAL,1024.00,2021-05-24 21:27:05
pressure,AAL,755.59,2021-05-24 21:27:10
temp,AAL,24.48,2021-05-24 21:27:10
hum,AAL,57.69,2021-05-24 21:27:10
lux,AAL,75.00,2021-05-24 21:27:10
awita,AAL,1024.00,2021-05-24 21:27:11
pressure,AAL,755.59,2021-05-24 21:27:16
temp,AAL,24.47,2021-05-24 21:27:16
hum,AAL,57.64,2021-05-24 21:27:16
lux,AAL,75.00,2021-05-24 21:27:16
awita,AAL,1024.00,2021-05-24 21:27:16
pressure,AAL,755.59,2021-05-24 21:27:22
temp,AAL,24.47,2021-05-24 21:27:22
hum,AAL,57.46,2021-05-24 21:27:23
lux,AAL,74.17,2021-05-24 21:27:23
awita,AAL,1024.00,2021-05-24 21:27:23
pressure,AAL,755.60,2021-05-24 21:27:28
temp,AAL,24.47,2021-05-24 21:27:29
hum,AAL,57.63,2021-05-24 21:27:29
lux,AAL,74.17,2021-05-24 21:27:29
awita,AAL,1024.00,2021-05-24 21:27:29
pressure,AAL,755.61,2021-05-24 21:27:35
temp,AAL,24.47,2021-05-24 21:27:35
hum,AAL,57.52,2021-05-24 21:27:38
lux,AAL,74.17,2021-05-24 21:27:38
awita,AAL,1024.00,2021-05-24 21:27:38
pressure,AAL,755.60,2021-05-24 21:27:44
temp,AAL,24.48,2021-05-24 21:27:44
hum,AAL,59.87,2021-05-24 21:27:44
lux,AAL,71.67,2021-05-24 21:27:44
awita,AAL,1024.00,2021-05-24 21:27:44
pressure,AAL,755.61,2021-05-24 21:27:50
temp,AAL,24.50,2021-05-24 21:27:50
hum,AAL,59.46,2021-05-24 21:27:50
lux,AAL,71.67,2021-05-24 21:27:51
awita,AAL,1024.00,2021-05-24 21:27:51
pressure,AAL,755.66,2021-05-24 21:27:56
